Asset,SKA-B.ST,EKTA-B.ST,GETI-B.ST,ERIC-B.ST,TEL2-B.ST,HM-B.ST,SKA-B.ST,EKTA-B.ST,GETI-B.ST,ERIC-B.ST,TEL2-B.ST,HM-B.ST
Channel,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close
2013-11-06,88.81523895263672,86.02146911621094,145.91610717773438,66.93930053710938,50.025184631347656,209.10980224609375,126.4000015258789,94.05000305175781,164.718994140625,79.80000305175781,75.40339660644531,272.70001220703125
2013-11-07,86.77754974365234,87.11902618408203,145.5582275390625,66.85540771484375,50.025184631347656,207.57615661621094,123.5,95.25,164.31500244140625,79.69999694824219,75.40339660644531,270.70001220703125
2013-11-08,86.28569793701172,88.490966796875,146.13137817382812,66.6876449584961,49.897281646728516,207.4228057861328,122.80000305175781,96.75,164.96200561523438,79.5,75.21060180664062,270.5
2013-11-11,86.9180679321289,87.80501556396484,146.5618896484375,66.85540771484375,50.121063232421875,207.1927490234375,123.69999694824219,96.0,165.447998046875,79.69999694824219,75.54789733886719,270.20001220703125
2013-11-12,86.07489776611328,88.62818145751953,146.5618896484375,68.23949432373047,49.897281646728516,205.35240173339844,122.5,96.9000015258789,165.447998046875,81.3499984741211,75.21060180664062,267.79998779296875
2013-11-13,85.58304595947266,88.62818145751953,146.84890747070312,68.53307342529297,49.35392761230469,203.74209594726562,121.80000305175781,96.9000015258789,165.77200317382812,81.69999694824219,74.3916015625,265.70001220703125
2013-11-14,85.86408233642578,88.2623291015625,147.206787109375,68.49114227294922,49.70554733276367,206.42596435546875,122.19999694824219,96.5,166.17599487304688,81.6500015258789,74.92160034179688,269.20001220703125
2013-11-15,86.21541595458984,88.07937622070312,146.99241638183594,69.79133605957031,50.82429122924805,210.10665893554688,122.69999694824219,96.30000305175781,165.9340057373047,83.19999694824219,76.60790252685547,274.0
2013-11-18,86.28569793701172,89.7257308959961,147.0641632080078,69.45580291748047,51.68736267089844,210.7967529296875,122.80000305175781,98.0999984741211,166.01499938964844,82.80000305175781,77.90879821777344,274.8999938964844
2013-11-19,86.28569793701172,90.04586791992188,147.0641632080078,68.95250701904297,51.143943786621094,209.5698699951172,122.80000305175781,98.44999694824219,166.01499938964844,82.19999694824219,77.0896987915039,273.29998779296875
2013-11-20,85.93437194824219,89.4970703125,146.920654296875,69.16220092773438,51.23987579345703,210.33668518066406,122.30000305175781,97.8499984741211,165.85299682617188,82.44999694824219,77.23429870605469,274.29998779296875
2013-11-21,86.07489776611328,88.71965026855469,146.99241638183594,68.40726470947266,51.17592239379883,209.03309631347656,122.5,97.0,165.9340057373047,81.55000305175781,77.13790130615234,272.6000061035156
2013-11-22,86.56674194335938,89.7257308959961,147.3502960205078,68.8266830444336,50.98411178588867,210.41339111328125,123.19999694824219,98.0999984741211,166.33799743652344,82.05000305175781,76.84880065917969,274.3999938964844
2013-11-25,87.69099426269531,89.68000793457031,148.3548583984375,68.61697387695312,51.143943786621094,213.0972137451172,124.80000305175781,98.05000305175781,167.4720001220703,81.80000305175781,77.0896987915039,277.8999938964844
2013-11-26,87.8315200805664,88.2623291015625,147.8525848388672,68.28143310546875,51.111961364746094,214.2474365234375,125.0,96.5,166.90499877929688,81.4000015258789,77.04149627685547,279.3999938964844
2013-11-27,88.04232025146484,90.36599731445312,147.99607849121094,68.74279022216797,51.17592239379883,214.4774932861328,125.30000305175781,98.80000305175781,167.06700134277344,81.94999694824219,77.13790130615234,279.70001220703125
2013-11-28,88.18284606933594,90.32024383544922,147.27853393554688,69.28804016113281,51.52753829956055,213.40394592285156,125.5,98.75,166.2570037841797,82.5999984741211,77.66790008544922,278.29998779296875
2013-11-29,87.8315200805664,89.90866088867188,146.99241638183594,68.53307342529297,51.111961364746094,213.1739044189453,125.0,98.30000305175781,165.9340057373047,81.69999694824219,77.04149627685547,278.0
2013-12-02,87.8315200805664,89.4970703125,147.0641632080078,68.07172393798828,51.2078971862793,214.4774932861328,125.0,97.8499984741211,166.01499938964844,81.1500015258789,77.18609619140625,279.70001220703125
2013-12-03,85.93437194824219,88.30805969238281,149.14324951171875,67.02317810058594,50.50465393066406,213.94070434570312,122.30000305175781,96.55000305175781,168.36199951171875,79.9000015258789,76.1260986328125,279.0
